[2025-11-07T04:50:13.846949] LAT:12.971099, LON:79.155084, ALT:312.2, SPD:1.08, SAT:6, BAT:3.9, RSSI:-47
[2025-11-07T04:31:58.737819] LAT:12.970891, LON:79.152875, ALT:314.7, SPD:0.53, SAT:5, BAT:3.652, RSSI:-55
[2025-11-07T04:31:56.725684] LAT:12.970882, LON:79.152876, ALT:306.8, SPD:1.51, SAT:8, BAT:3.652, RSSI:-53
[2025-11-07T04:31:54.713540] LAT:12.970873, LON:79.152882, ALT:314.9, SPD:1.85, SAT:8, BAT:3.652, RSSI:-71
[2025-11-07T04:31:52.701675] LAT:12.970867, LON:79.152889, ALT:311.6, SPD:2.48, SAT:7, BAT:3.652, RSSI:-70
[2025-11-07T04:31:50.689288] LAT:12.970858, LON:79.152893, ALT:305.3, SPD:1.24, SAT:8, BAT:3.653, RSSI:-53
[2025-11-07T04:31:48.677154] LAT:12.970848, LON:79.152897, ALT:312.3, SPD:1.99, SAT:8, BAT:3.653, RSSI:-47
[2025-11-07T04:31:46.664748] LAT:12.970839, LON:79.152899, ALT:313.6, SPD:1.42, SAT:6, BAT:3.653, RSSI:-61
[2025-11-07T04:31:44.651547] LAT:12.970829, LON:79.1529, ALT:311.2, SPD:1.04, SAT:7, BAT:3.653, RSSI:-68
[2025-11-07T04:31:42.638458] LAT:12.97082, LON:79.152906, ALT:306.0, SPD:1.44, SAT:7, BAT:3.654, RSSI:-47
[2025-11-07T04:31:40.625810] LAT:12.97081, LON:79.152908, ALT:306.6, SPD:0.94, SAT:7, BAT:3.654, RSSI:-70
[2025-11-07T04:31:38.612744] LAT:12.970801, LON:79.152907, ALT:308.6, SPD:2.27, SAT:5, BAT:3.654, RSSI:-46
[2025-11-07T04:31:36.600017] LAT:12.970791, LON:79.152903, ALT:312.7, SPD:0.54, SAT:9, BAT:3.654, RSSI:-69
[2025-11-07T04:31:34.586414] LAT:12.970782, LON:79.152899, ALT:308.0, SPD:0.84, SAT:9, BAT:3.654, RSSI:-70
[2025-11-07T04:31:32.574582] LAT:12.970774, LON:79.152893, ALT:305.3, SPD:0.54, SAT:8, BAT:3.654, RSSI:-60
[2025-11-07T04:31:30.562921] LAT:12.970767, LON:79.152886, ALT:307.5, SPD:2.1, SAT:6, BAT:3.655, RSSI:-53
[2025-11-07T04:31:28.552933] LAT:12.97076, LON:79.152879, ALT:310.3, SPD:0.76, SAT:5, BAT:3.655, RSSI:-72
[2025-11-07T04:31:26.535479] LAT:12.970754, LON:79.152871, ALT:313.8, SPD:2.13, SAT:6, BAT:3.655, RSSI:-63
[2025-11-07T04:31:24.518697] LAT:12.970753, LON:79.152861, ALT:313.2, SPD:1.36, SAT:9, BAT:3.655, RSSI:-63
[2025-11-07T04:31:22.494062] LAT:12.970752, LON:79.152851, ALT:310.4, SPD:1.32, SAT:6, BAT:3.656, RSSI:-70
[2025-11-07T04:31:20.484750] LAT:12.970751, LON:79.152841, ALT:310.1, SPD:0.55, SAT:9, BAT:3.656, RSSI:-69
[2025-11-07T04:31:18.473084] LAT:12.970749, LON:79.152831, ALT:312.2, SPD:1.46, SAT:5, BAT:3.656, RSSI:-73
[2025-11-07T04:31:16.462738] LAT:12.970747, LON:79.152822, ALT:309.2, SPD:0.5, SAT:9, BAT:3.656, RSSI:-54
[2025-11-07T04:31:14.453666] LAT:12.970743, LON:79.152813, ALT:311.5, SPD:1.85, SAT:9, BAT:3.656, RSSI:-68
[2025-11-07T04:31:12.445174] LAT:12.970741, LON:79.152803, ALT:310.4, SPD:0.98, SAT:5, BAT:3.657, RSSI:-51
[2025-11-07T04:31:10.434395] LAT:12.970739, LON:79.152793, ALT:312.7, SPD:1.47, SAT:9, BAT:3.657, RSSI:-66
[2025-11-07T04:31:08.420440] LAT:12.970735, LON:79.152784, ALT:313.9, SPD:0.56, SAT:9, BAT:3.657, RSSI:-54
[2025-11-07T04:31:06.405011] LAT:12.970733, LON:79.152774, ALT:308.5, SPD:0.95, SAT:5, BAT:3.657, RSSI:-53
[2025-11-07T04:31:04.389684] LAT:12.970729, LON:79.152765, ALT:308.0, SPD:0.6, SAT:8, BAT:3.657, RSSI:-72
[2025-11-07T04:31:02.377222] LAT:12.970723, LON:79.152757, ALT:306.0, SPD:2.48, SAT:7, BAT:3.658, RSSI:-63
[2025-11-07T04:31:00.366743] LAT:12.970722, LON:79.152747, ALT:310.9, SPD:2.16, SAT:6, BAT:3.658, RSSI:-50
[2025-11-07T04:30:58.353661] LAT:12.970725, LON:79.152737, ALT:314.4, SPD:1.8, SAT:8, BAT:3.658, RSSI:-55
[2025-11-07T04:30:56.342670] LAT:12.970731, LON:79.152729, ALT:307.0, SPD:1.62, SAT:6, BAT:3.658, RSSI:-48
[2025-11-07T04:30:54.333770] LAT:12.970739, LON:79.152724, ALT:312.2, SPD:0.54, SAT:9, BAT:3.658, RSSI:-75
[2025-11-07T04:30:52.321201] LAT:12.970746, LON:79.152717, ALT:311.6, SPD:0.98, SAT:8, BAT:3.658, RSSI:-75
[2025-11-07T04:30:50.305967] LAT:12.970755, LON:79.152711, ALT:311.3, SPD:2.42, SAT:5, BAT:3.659, RSSI:-67
[2025-11-07T04:30:48.290332] LAT:12.970764, LON:79.152707, ALT:314.1, SPD:2.11, SAT:9, BAT:3.659, RSSI:-52
[2025-11-07T04:30:46.281243] LAT:12.970774, LON:79.152708, ALT:305.5, SPD:2.39, SAT:9, BAT:3.659, RSSI:-55
[2025-11-07T04:30:44.269416] LAT:12.970784, LON:79.152711, ALT:310.7, SPD:2.43, SAT:5, BAT:3.659, RSSI:-61
[2025-11-07T04:30:42.259581] LAT:12.970793, LON:79.152715, ALT:311.3, SPD:0.93, SAT:8, BAT:3.659, RSSI:-62
[2025-11-07T04:30:40.253029] LAT:12.970801, LON:79.152721, ALT:311.2, SPD:2.08, SAT:7, BAT:3.659, RSSI:-55
[2025-11-07T04:30:38.244140] LAT:12.970808, LON:79.152728, ALT:305.6, SPD:2.36, SAT:8, BAT:3.66, RSSI:-58
[2025-11-07T04:30:36.219024] LAT:12.970817, LON:79.152732, ALT:307.6, SPD:1.18, SAT:8, BAT:3.66, RSSI:-51
[2025-11-07T04:30:34.208703] LAT:12.970824, LON:79.152739, ALT:309.3, SPD:2.03, SAT:8, BAT:3.66, RSSI:-72
[2025-11-07T04:30:32.196917] LAT:12.970833, LON:79.152743, ALT:310.9, SPD:1.6, SAT:8, BAT:3.66, RSSI:-57
[2025-11-07T04:30:30.185340] LAT:12.970843, LON:79.152745, ALT:310.4, SPD:1.9, SAT:5, BAT:3.661, RSSI:-61
[2025-11-07T04:30:28.174631] LAT:12.970852, LON:79.152748, ALT:314.7, SPD:1.27, SAT:8, BAT:3.661, RSSI:-47
[2025-11-07T04:30:26.160277] LAT:12.970861, LON:79.152754, ALT:306.1, SPD:0.72, SAT:7, BAT:3.661, RSSI:-50
[2025-11-07T04:30:24.143470] LAT:12.970871, LON:79.152754, ALT:308.0, SPD:2.5, SAT:5, BAT:3.661, RSSI:-69
[2025-11-07T04:30:22.131488] LAT:12.97088, LON:79.152751, ALT:314.1, SPD:1.39, SAT:5, BAT:3.661, RSSI:-73
[2025-11-07T04:30:20.117709] LAT:12.97089, LON:79.152749, ALT:314.2, SPD:2.12, SAT:7, BAT:3.662, RSSI:-55
[2025-11-07T04:30:18.106161] LAT:12.970899, LON:79.152744, ALT:310.1, SPD:0.6, SAT:5, BAT:3.662, RSSI:-68
[2025-11-07T04:30:16.093873] LAT:12.970909, LON:79.152742, ALT:311.1, SPD:0.98, SAT:9, BAT:3.662, RSSI:-62
[2025-11-07T04:30:14.080643] LAT:12.970918, LON:79.152738, ALT:309.5, SPD:1.45, SAT:8, BAT:3.662, RSSI:-65
[2025-11-07T04:30:12.069023] LAT:12.970927, LON:79.152735, ALT:310.7, SPD:2.14, SAT:9, BAT:3.662, RSSI:-47
[2025-11-07T04:30:10.057384] LAT:12.970936, LON:79.15273, ALT:306.8, SPD:1.97, SAT:7, BAT:3.663, RSSI:-59
[2025-11-07T04:30:08.046657] LAT:12.970945, LON:79.152726, ALT:309.4, SPD:0.72, SAT:6, BAT:3.663, RSSI:-46
[2025-11-07T04:30:06.035347] LAT:12.970951, LON:79.152718, ALT:311.4, SPD:1.58, SAT:8, BAT:3.663, RSSI:-65
[2025-11-07T04:30:04.022829] LAT:12.970957, LON:79.15271, ALT:305.6, SPD:1.93, SAT:9, BAT:3.663, RSSI:-63
[2025-11-07T04:30:02.010638] LAT:12.970962, LON:79.152701, ALT:311.6, SPD:1.75, SAT:9, BAT:3.664, RSSI:-60
[2025-11-07T04:29:59.999148] LAT:12.97097, LON:79.152695, ALT:310.7, SPD:0.99, SAT:6, BAT:3.664, RSSI:-59
[2025-11-07T04:29:57.987146] LAT:12.970976, LON:79.152687, ALT:306.4, SPD:0.98, SAT:9, BAT:3.664, RSSI:-51
[2025-11-07T04:29:55.975448] LAT:12.970985, LON:79.152683, ALT:310.0, SPD:1.19, SAT:8, BAT:3.664, RSSI:-63
[2025-11-07T04:29:53.953709] LAT:12.970994, LON:79.152679, ALT:306.8, SPD:2.41, SAT:6, BAT:3.665, RSSI:-71
[2025-11-07T04:29:51.942164] LAT:12.971002, LON:79.152673, ALT:308.4, SPD:0.67, SAT:9, BAT:3.665, RSSI:-47
[2025-11-07T04:29:49.930609] LAT:12.971008, LON:79.152665, ALT:312.4, SPD:1.88, SAT:5, BAT:3.665, RSSI:-72
[2025-11-07T04:29:47.918258] LAT:12.971015, LON:79.152658, ALT:315.0, SPD:0.54, SAT:7, BAT:3.665, RSSI:-50
[2025-11-07T04:29:45.905667] LAT:12.971022, LON:79.152651, ALT:310.5, SPD:1.84, SAT:6, BAT:3.665, RSSI:-46
[2025-11-07T04:29:43.894075] LAT:12.971031, LON:79.152645, ALT:308.8, SPD:1.3, SAT:5, BAT:3.666, RSSI:-74
[2025-11-07T04:29:41.881171] LAT:12.97104, LON:79.152643, ALT:307.2, SPD:1.29, SAT:6, BAT:3.666, RSSI:-66
[2025-11-07T04:29:39.867060] LAT:12.971049, LON:79.152638, ALT:308.1, SPD:1.07, SAT:6, BAT:3.666, RSSI:-61
[2025-11-07T04:29:37.855793] LAT:12.971058, LON:79.152635, ALT:314.6, SPD:0.74, SAT:9, BAT:3.666, RSSI:-49
[2025-11-07T04:29:35.842323] LAT:12.971068, LON:79.152633, ALT:308.2, SPD:1.87, SAT:6, BAT:3.666, RSSI:-63
[2025-11-07T04:29:33.831935] LAT:12.971077, LON:79.152627, ALT:314.1, SPD:0.95, SAT:6, BAT:3.667, RSSI:-46
[2025-11-07T04:29:31.821577] LAT:12.971085, LON:79.152621, ALT:306.9, SPD:1.26, SAT:8, BAT:3.667, RSSI:-69
[2025-11-07T04:29:29.808074] LAT:12.971094, LON:79.152619, ALT:309.3, SPD:0.57, SAT:7, BAT:3.667, RSSI:-60
[2025-11-07T04:29:27.798435] LAT:12.971102, LON:79.152613, ALT:309.8, SPD:1.01, SAT:8, BAT:3.667, RSSI:-67
[2025-11-07T04:29:25.785446] LAT:12.971111, LON:79.152608, ALT:312.2, SPD:1.34, SAT:5, BAT:3.667, RSSI:-45
[2025-11-07T04:29:23.773811] LAT:12.971119, LON:79.152602, ALT:305.3, SPD:1.62, SAT:8, BAT:3.668, RSSI:-64
[2025-11-07T04:29:21.760708] LAT:12.971128, LON:79.152597, ALT:305.1, SPD:1.84, SAT:6, BAT:3.668, RSSI:-57
[2025-11-07T04:29:19.748397] LAT:12.971136, LON:79.152592, ALT:311.8, SPD:1.8, SAT:6, BAT:3.668, RSSI:-65
[2025-11-07T04:29:17.737189] LAT:12.971144, LON:79.152586, ALT:312.8, SPD:1.74, SAT:7, BAT:3.668, RSSI:-60
[2025-11-07T04:29:15.724914] LAT:12.97115, LON:79.152578, ALT:309.8, SPD:0.55, SAT:5, BAT:3.668, RSSI:-62
[2025-11-07T04:29:13.716388] LAT:12.971155, LON:79.152569, ALT:311.5, SPD:0.73, SAT:7, BAT:3.669, RSSI:-66
[2025-11-07T04:29:11.702369] LAT:12.971159, LON:79.15256, ALT:311.5, SPD:1.51, SAT:8, BAT:3.669, RSSI:-56
[2025-11-07T04:29:09.690143] LAT:12.971162, LON:79.15255, ALT:309.0, SPD:1.54, SAT:7, BAT:3.669, RSSI:-71
[2025-11-07T04:29:07.681445] LAT:12.971162, LON:79.15254, ALT:313.3, SPD:2.43, SAT:5, BAT:3.669, RSSI:-59
[2025-11-07T04:29:05.668754] LAT:12.971161, LON:79.15253, ALT:309.7, SPD:1.16, SAT:7, BAT:3.669, RSSI:-67
[2025-11-07T04:29:03.657202] LAT:12.971159, LON:79.152521, ALT:306.2, SPD:2.26, SAT:6, BAT:3.669, RSSI:-64
[2025-11-07T04:29:01.645784] LAT:12.971157, LON:79.152511, ALT:306.6, SPD:2.2, SAT:9, BAT:3.67, RSSI:-48
[2025-11-07T04:28:59.633085] LAT:12.971157, LON:79.152501, ALT:314.7, SPD:1.83, SAT:8, BAT:3.67, RSSI:-66
[2025-11-07T04:28:57.620996] LAT:12.971161, LON:79.152492, ALT:314.4, SPD:1.09, SAT:9, BAT:3.67, RSSI:-67
[2025-11-07T04:28:55.609771] LAT:12.971167, LON:79.152484, ALT:311.9, SPD:1.54, SAT:5, BAT:3.67, RSSI:-55
[2025-11-07T04:28:53.595474] LAT:12.971175, LON:79.152479, ALT:313.8, SPD:1.44, SAT:6, BAT:3.67, RSSI:-72
[2025-11-07T04:28:51.581958] LAT:12.971185, LON:79.152477, ALT:309.9, SPD:2.4, SAT:8, BAT:3.67, RSSI:-50
[2025-11-07T04:28:49.570346] LAT:12.971195, LON:79.152476, ALT:307.4, SPD:2.14, SAT:7, BAT:3.671, RSSI:-60
[2025-11-07T04:28:47.556621] LAT:12.971205, LON:79.152478, ALT:305.9, SPD:1.71, SAT:8, BAT:3.671, RSSI:-52
[2025-11-07T04:28:45.546771] LAT:12.971214, LON:79.152482, ALT:312.5, SPD:1.37, SAT:8, BAT:3.671, RSSI:-45
[2025-11-07T04:28:43.532521] LAT:12.971224, LON:79.152483, ALT:312.2, SPD:1.46, SAT:8, BAT:3.671, RSSI:-48
[2025-11-07T04:28:41.518164] LAT:12.971234, LON:79.152482, ALT:313.3, SPD:0.54, SAT:8, BAT:3.671, RSSI:-68
[2025-11-07T04:28:39.503910] LAT:12.971244, LON:79.152481, ALT:305.7, SPD:2.41, SAT:8, BAT:3.672, RSSI:-58
[2025-11-07T04:28:37.490658] LAT:12.971254, LON:79.15248, ALT:314.9, SPD:1.0, SAT:6, BAT:3.672, RSSI:-72
[2025-11-07T04:28:35.476387] LAT:12.971263, LON:79.152475, ALT:311.9, SPD:0.89, SAT:9, BAT:3.672, RSSI:-70
[2025-11-07T04:28:33.463850] LAT:12.971272, LON:79.152473, ALT:310.9, SPD:0.85, SAT:5, BAT:3.672, RSSI:-72
[2025-11-07T04:28:31.451756] LAT:12.971282, LON:79.152472, ALT:312.5, SPD:0.72, SAT:5, BAT:3.672, RSSI:-59
[2025-11-07T04:28:29.435188] LAT:12.97129, LON:79.152466, ALT:313.0, SPD:1.04, SAT:7, BAT:3.672, RSSI:-46
[2025-11-07T04:28:27.420679] LAT:12.971297, LON:79.152458, ALT:310.4, SPD:2.04, SAT:5, BAT:3.673, RSSI:-45
[2025-11-07T04:28:25.406048] LAT:12.9713, LON:79.152449, ALT:305.9, SPD:1.77, SAT:5, BAT:3.673, RSSI:-57
[2025-11-07T04:28:23.394376] LAT:12.971301, LON:79.152439, ALT:308.6, SPD:1.98, SAT:9, BAT:3.673, RSSI:-64
[2025-11-07T04:28:21.383804] LAT:12.971298, LON:79.152429, ALT:309.8, SPD:0.99, SAT:8, BAT:3.673, RSSI:-73
[2025-11-07T04:28:19.372791] LAT:12.971295, LON:79.15242, ALT:307.4, SPD:1.3, SAT:7, BAT:3.673, RSSI:-71
[2025-11-07T04:28:17.359761] LAT:12.971288, LON:79.152412, ALT:310.1, SPD:1.54, SAT:8, BAT:3.674, RSSI:-66
[2025-11-07T04:28:15.349631] LAT:12.971279, LON:79.152409, ALT:314.9, SPD:1.6, SAT:7, BAT:3.674, RSSI:-75
[2025-11-07T04:28:13.338010] LAT:12.971271, LON:79.152402, ALT:306.0, SPD:2.33, SAT:7, BAT:3.674, RSSI:-75
[2025-11-07T04:28:11.324289] LAT:12.971267, LON:79.152393, ALT:307.9, SPD:1.35, SAT:8, BAT:3.674, RSSI:-64
[2025-11-07T04:28:09.308461] LAT:12.971264, LON:79.152383, ALT:307.3, SPD:1.47, SAT:9, BAT:3.675, RSSI:-60
[2025-11-07T04:28:07.296329] LAT:12.971263, LON:79.152373, ALT:307.9, SPD:0.86, SAT:9, BAT:3.675, RSSI:-67
[2025-11-07T04:28:05.283414] LAT:12.971264, LON:79.152363, ALT:307.9, SPD:1.83, SAT:8, BAT:3.675, RSSI:-54
[2025-11-07T04:28:03.274847] LAT:12.971265, LON:79.152354, ALT:306.0, SPD:1.6, SAT:5, BAT:3.675, RSSI:-75
[2025-11-07T04:28:01.263232] LAT:12.97127, LON:79.152345, ALT:311.0, SPD:2.39, SAT:9, BAT:3.675, RSSI:-64
[2025-11-07T04:27:59.250998] LAT:12.971274, LON:79.152336, ALT:314.4, SPD:1.7, SAT:5, BAT:3.675, RSSI:-55
[2025-11-07T04:27:57.239366] LAT:12.971275, LON:79.152326, ALT:307.2, SPD:2.38, SAT:7, BAT:3.676, RSSI:-68
[2025-11-07T04:27:55.226342] LAT:12.971279, LON:79.152317, ALT:313.3, SPD:0.75, SAT:9, BAT:3.676, RSSI:-53
[2025-11-07T04:27:53.214295] LAT:12.971278, LON:79.152307, ALT:308.9, SPD:1.18, SAT:9, BAT:3.676, RSSI:-70
[2025-11-07T04:27:51.201454] LAT:12.971278, LON:79.152297, ALT:313.0, SPD:1.73, SAT:8, BAT:3.676, RSSI:-53
[2025-11-07T04:27:49.188428] LAT:12.971281, LON:79.152287, ALT:312.3, SPD:1.32, SAT:8, BAT:3.677, RSSI:-71
[2025-11-07T04:27:47.175390] LAT:12.971284, LON:79.152278, ALT:306.6, SPD:2.33, SAT:6, BAT:3.677, RSSI:-72
[2025-11-07T04:27:45.160156] LAT:12.971287, LON:79.152268, ALT:305.1, SPD:2.22, SAT:9, BAT:3.677, RSSI:-50
[2025-11-07T04:27:43.146031] LAT:12.971288, LON:79.152258, ALT:312.3, SPD:0.66, SAT:8, BAT:3.677, RSSI:-71
[2025-11-07T04:27:41.132169] LAT:12.971283, LON:79.152249, ALT:306.0, SPD:2.31, SAT:9, BAT:3.677, RSSI:-63
[2025-11-07T04:27:39.113784] LAT:12.971283, LON:79.152239, ALT:305.6, SPD:1.42, SAT:8, BAT:3.678, RSSI:-60
[2025-11-07T04:27:37.097930] LAT:12.971287, LON:79.15223, ALT:314.1, SPD:2.05, SAT:5, BAT:3.678, RSSI:-68
[2025-11-07T04:27:35.084163] LAT:12.971293, LON:79.152223, ALT:310.3, SPD:0.75, SAT:6, BAT:3.678, RSSI:-53
[2025-11-07T04:27:33.070629] LAT:12.971295, LON:79.152213, ALT:308.4, SPD:2.47, SAT:5, BAT:3.678, RSSI:-71
[2025-11-07T04:27:31.058552] LAT:12.971297, LON:79.152203, ALT:308.5, SPD:0.87, SAT:6, BAT:3.678, RSSI:-52
[2025-11-07T04:27:29.043758] LAT:12.971299, LON:79.152193, ALT:310.1, SPD:0.6, SAT:9, BAT:3.678, RSSI:-70
[2025-11-07T04:27:27.032363] LAT:12.9713, LON:79.152183, ALT:313.8, SPD:0.83, SAT:9, BAT:3.679, RSSI:-49
[2025-11-07T04:27:25.020425] LAT:12.971298, LON:79.152173, ALT:313.9, SPD:1.97, SAT:7, BAT:3.679, RSSI:-53
[2025-11-07T04:27:23.005685] LAT:12.971293, LON:79.152165, ALT:310.3, SPD:1.11, SAT:5, BAT:3.679, RSSI:-70
[2025-11-07T04:27:20.993216] LAT:12.971285, LON:79.152159, ALT:307.6, SPD:1.95, SAT:8, BAT:3.679, RSSI:-46
[2025-11-07T04:27:18.981759] LAT:12.971278, LON:79.152152, ALT:306.6, SPD:1.88, SAT:5, BAT:3.68, RSSI:-57
[2025-11-07T04:27:16.963665] LAT:12.971272, LON:79.152143, ALT:312.7, SPD:0.86, SAT:7, BAT:3.68, RSSI:-59
[2025-11-07T04:27:14.940083] LAT:12.971267, LON:79.152135, ALT:312.0, SPD:0.82, SAT:8, BAT:3.68, RSSI:-66
[2025-11-07T04:27:12.927150] LAT:12.971259, LON:79.152128, ALT:309.1, SPD:0.62, SAT:5, BAT:3.68, RSSI:-71
[2025-11-07T04:27:10.912272] LAT:12.971256, LON:79.152119, ALT:308.7, SPD:1.27, SAT:9, BAT:3.68, RSSI:-68
[2025-11-07T04:27:08.897446] LAT:12.971251, LON:79.15211, ALT:307.3, SPD:1.24, SAT:8, BAT:3.68, RSSI:-45
[2025-11-07T04:27:06.884155] LAT:12.971249, LON:79.1521, ALT:308.3, SPD:1.36, SAT:5, BAT:3.681, RSSI:-57
[2025-11-07T04:27:04.870613] LAT:12.971245, LON:79.152091, ALT:309.0, SPD:0.65, SAT:7, BAT:3.681, RSSI:-66
[2025-11-07T04:27:02.856373] LAT:12.971237, LON:79.152084, ALT:305.2, SPD:1.66, SAT:8, BAT:3.681, RSSI:-69
[2025-11-07T04:27:00.838969] LAT:12.971232, LON:79.152076, ALT:314.3, SPD:1.48, SAT:7, BAT:3.681, RSSI:-72
[2025-11-07T04:26:58.824852] LAT:12.971226, LON:79.152068, ALT:314.0, SPD:1.44, SAT:8, BAT:3.681, RSSI:-54
[2025-11-07T04:26:56.810510] LAT:12.971223, LON:79.152059, ALT:305.8, SPD:1.66, SAT:9, BAT:3.682, RSSI:-66
[2025-11-07T04:26:54.799639] LAT:12.971225, LON:79.152049, ALT:309.4, SPD:1.07, SAT:8, BAT:3.682, RSSI:-72
[2025-11-07T04:26:52.785810] LAT:12.971224, LON:79.152039, ALT:306.1, SPD:1.27, SAT:5, BAT:3.682, RSSI:-52
[2025-11-07T04:26:51.356308] LAT:12.969429, LON:79.156043, ALT:312.9, SPD:1.08, SAT:8, BAT:3.684, RSSI:-75
[2025-11-07T04:26:50.773862] LAT:12.97122, LON:79.152029, ALT:313.2, SPD:0.66, SAT:5, BAT:3.682, RSSI:-46
[2025-11-07T04:26:49.321583] LAT:12.969427, LON:79.156034, ALT:313.5, SPD:1.65, SAT:5, BAT:3.684, RSSI:-53
[2025-11-07T04:26:48.761863] LAT:12.971218, LON:79.15202, ALT:307.5, SPD:1.41, SAT:6, BAT:3.682, RSSI:-55
[2025-11-07T04:26:47.308148] LAT:12.969422, LON:79.156025, ALT:312.6, SPD:1.08, SAT:7, BAT:3.685, RSSI:-72
[2025-11-07T04:26:46.745915] LAT:12.971217, LON:79.15201, ALT:314.3, SPD:1.85, SAT:6, BAT:3.683, RSSI:-47
[2025-11-07T04:26:45.293871] LAT:12.969422, LON:79.156015, ALT:306.9, SPD:2.48, SAT:5, BAT:3.685, RSSI:-58
[2025-11-07T04:26:44.734660] LAT:12.971221, LON:79.152, ALT:313.1, SPD:1.0, SAT:9, BAT:3.683, RSSI:-69
[2025-11-07T04:26:43.284192] LAT:12.969424, LON:79.156005, ALT:313.3, SPD:2.0, SAT:9, BAT:3.685, RSSI:-73
[2025-11-07T04:26:42.723103] LAT:12.971223, LON:79.151991, ALT:307.7, SPD:0.88, SAT:7, BAT:3.683, RSSI:-55
[2025-11-07T04:26:41.270144] LAT:12.969429, LON:79.155997, ALT:310.7, SPD:1.78, SAT:8, BAT:3.685, RSSI:-49
[2025-11-07T04:26:40.706079] LAT:12.971227, LON:79.151982, ALT:311.5, SPD:2.35, SAT:7, BAT:3.683, RSSI:-61
[2025-11-07T04:26:39.256987] LAT:12.969431, LON:79.155987, ALT:311.4, SPD:1.83, SAT:7, BAT:3.685, RSSI:-52
[2025-11-07T04:26:38.696853] LAT:12.971235, LON:79.151975, ALT:313.2, SPD:0.52, SAT:8, BAT:3.684, RSSI:-58
[2025-11-07T04:26:37.240243] LAT:12.969433, LON:79.155977, ALT:305.9, SPD:0.57, SAT:7, BAT:3.685, RSSI:-68
[2025-11-07T04:26:36.678596] LAT:12.971244, LON:79.151971, ALT:307.0, SPD:1.44, SAT:9, BAT:3.684, RSSI:-75
[2025-11-07T04:26:35.221696] LAT:12.969439, LON:79.155969, ALT:315.0, SPD:0.67, SAT:9, BAT:3.686, RSSI:-63
[2025-11-07T04:26:34.665995] LAT:12.971253, LON:79.151966, ALT:312.3, SPD:1.25, SAT:6, BAT:3.684, RSSI:-73
[2025-11-07T04:26:33.208372] LAT:12.969448, LON:79.155965, ALT:305.0, SPD:2.19, SAT:6, BAT:3.686, RSSI:-71
[2025-11-07T04:26:32.655140] LAT:12.971258, LON:79.151957, ALT:312.1, SPD:1.13, SAT:6, BAT:3.684, RSSI:-56
[2025-11-07T04:26:31.195603] LAT:12.969455, LON:79.155958, ALT:313.7, SPD:0.58, SAT:9, BAT:3.686, RSSI:-53
[2025-11-07T04:26:30.641449] LAT:12.971266, LON:79.151952, ALT:314.1, SPD:2.27, SAT:5, BAT:3.685, RSSI:-61
[2025-11-07T04:26:29.183044] LAT:12.969462, LON:79.155952, ALT:314.9, SPD:1.72, SAT:7, BAT:3.686, RSSI:-65
[2025-11-07T04:26:28.630173] LAT:12.971275, LON:79.151946, ALT:314.1, SPD:1.34, SAT:8, BAT:3.685, RSSI:-50
[2025-11-07T04:26:27.171507] LAT:12.969472, LON:79.155948, ALT:313.3, SPD:1.42, SAT:5, BAT:3.686, RSSI:-54
[2025-11-07T04:26:26.616152] LAT:12.971284, LON:79.151942, ALT:309.9, SPD:1.18, SAT:7, BAT:3.685, RSSI:-62
[2025-11-07T04:26:25.156203] LAT:12.969478, LON:79.155941, ALT:307.2, SPD:2.1, SAT:7, BAT:3.687, RSSI:-71
[2025-11-07T04:26:24.604011] LAT:12.971293, LON:79.151938, ALT:310.6, SPD:1.84, SAT:7, BAT:3.685, RSSI:-50
[2025-11-07T04:26:23.145100] LAT:12.969486, LON:79.155934, ALT:311.7, SPD:0.85, SAT:7, BAT:3.687, RSSI:-49
[2025-11-07T04:26:22.589782] LAT:12.971302, LON:79.151936, ALT:305.6, SPD:0.68, SAT:8, BAT:3.685, RSSI:-59
[2025-11-07T04:26:21.131500] LAT:12.969495, LON:79.15593, ALT:305.2, SPD:2.45, SAT:6, BAT:3.687, RSSI:-51
[2025-11-07T04:26:20.574707] LAT:12.971312, LON:79.151934, ALT:306.2, SPD:2.5, SAT:6, BAT:3.686, RSSI:-75
[2025-11-07T04:26:19.118908] LAT:12.969503, LON:79.155923, ALT:307.1, SPD:1.99, SAT:9, BAT:3.687, RSSI:-52
[2025-11-07T04:26:18.564282] LAT:12.971322, LON:79.151935, ALT:306.9, SPD:1.61, SAT:6, BAT:3.686, RSSI:-53
[2025-11-07T04:26:17.102417] LAT:12.969512, LON:79.155918, ALT:311.8, SPD:0.69, SAT:6, BAT:3.687, RSSI:-45
[2025-11-07T04:26:16.549687] LAT:12.971332, LON:79.151939, ALT:309.6, SPD:0.97, SAT:9, BAT:3.686, RSSI:-53
[2025-11-07T04:26:15.072832] LAT:12.969521, LON:79.155917, ALT:311.3, SPD:1.56, SAT:5, BAT:3.687, RSSI:-56
[2025-11-07T04:26:14.537777] LAT:12.971342, LON:79.151938, ALT:305.4, SPD:1.04, SAT:6, BAT:3.686, RSSI:-70
[2025-11-07T04:26:13.057995] LAT:12.969531, LON:79.155919, ALT:314.7, SPD:2.32, SAT:7, BAT:3.688, RSSI:-68
[2025-11-07T04:26:12.524793] LAT:12.971351, LON:79.15194, ALT:309.7, SPD:1.97, SAT:6, BAT:3.687, RSSI:-46
